,num_critic_for_reviews,director_facebook_likes,actor_1_facebook_likes,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,budget,actor_2_facebook_likes,imdb_score,movie_facebook_likes
3664,25,17,592,8707,2000,36,5600000,378,2,244
3666,222,57,37,55597,73,148,5600000,9,6,4000
3672,364,23000,23000,190494,44265,314,3000000,19000,6,33000
3674,122,72,19000,96129,34106,488,7000000,12000,7,5000
3678,67,9,636,5548,1033,67,5000000,210,6,352
3679,91,10,715,18792,1315,153,5000000,436,6,1000
3681,27,56,4000,3754,6776,69,5500000,902,4,113
3684,72,17,31,1658,81,12,5500000,17,6,543
3687,48,3,472,3788,561,31,9000000,39,5,1000
3688,65,136,4000,15315,4883,117,5250000,543,5,915
3690,284,77,286,79353,385,121,30300000,52,7,23000
3691,187,4,796,13227,1832,70,4000000,567,6,11000
3692,47,12,393,4976,955,52,6000000,259,7,989
3698,411,16,14000,126893,14504,440,15000000,338,7,33000
3701,251,24,581,76828,2371,314,5000000,438,5,24000
3702,183,10,852,31915,5056,159,5000000,707,4,18000
3705,41,399,399,22105,688,81,5000000,89,7,14000
3706,248,24,235,51204,799,247,5000000,119,4,26000
3708,33,688,462,19596,971,73,5000000,278,7,620
3709,91,54,40000,30765,42002,252,8500000,618,4,963
3712,220,52,510,31791,2161,155,5000000,358,5,10000
3714,471,212,11000,326494,17738,340,5000000,3000,8,65000
3716,274,22000,716,845580,1997,2067,9000000,651,8,40000
3717,336,59,972,85688,2071,339,5000000,407,6,23000
3720,276,214,7000,115813,8375,216,5000000,468,7,22000
3724,95,3000,205,11622,428,157,5000000,130,7,1000
3726,179,37,11000,74875,15710,115,5000000,3000,6,11000
3730,196,66,1000,49948,1410,211,5000000,200,6,14000
3732,31,148,2000,6915,3843,209,6000000,434,7,599
3733,309,25,17000,86077,19673,195,5000000,2000,7,45000
3734,15,345,535,2498,2112,67,5000000,440,6,376
3736,129,6,935,22961,1327,291,5000000,120,4,1000
3737,168,38,567,102071,1495,756,5000000,312,6,5000
3738,444,520,11000,108683,12306,561,5000000,892,5,25000
3741,246,1000,605,395921,1686,859,4000000,427,8,19000
3742,74,7,1000,7904,4856,113,5000000,984,3,562
3750,203,66,155,48675,259,214,5000000,78,6,16000
3752,14,54,746,2017,1332,33,5000000,333,6,270
3753,59,89,729,9509,2848,53,5000000,706,3,11000
3754,45,1000,849,2326,2269,21,8000000,578,6,738
3755,42,57,998,3519,1284,46,800000,164,6,213
3756,12,23,927,1180,3552,9,5000000,509,4,740
3757,29,99,93,5164,315,65,5000000,45,5,207
3760,27,44,559,8930,1199,90,5000000,249,6,672
3761,56,23,847,7319,3004,131,5000000,591,5,327
3762,22,82,11000,13587,13591,80,5000000,794,6,729
3765,60,84,1000,9427,2691,79,5000000,778,6,462
3767,81,4000,4000,15053,5245,165,5000000,585,6,393
3771,120,460,990,26720,2820,196,5000000,900,7,920
3774,21,3,922,881,1324,32,5000000,162,6,323
3778,81,52,624,12366,1209,151,5000000,385,7,507
3779,204,122,23000,281649,24994,458,5000000,1000,7,21000
3780,19,261,722,3665,1201,39,5000000,280,6,247
3781,163,52,10000,32382,12897,99,5000000,963,7,13000
3784,322,57,727,28845,1836,125,5000000,442,7,10000
3788,37,18000,10000,6632,13718,69,5000000,1000,6,225
3793,27,6,3000,1560,4987,15,5000000,1000,7,777
3794,9,5,197,989,538,23,3209000,116,6,44
3795,31,204,1000,1884,3207,28,2000000,697,6,69
3796,35,3,889,4041,2984,66,5000000,680,4,174
3799,13,34,811,1207,1789,44,5000000,522,3,40
3803,80,46,570,10056,1258,82,2500000,337,6,639
3804,19,65,866,10734,3724,80,5000000,738,6,887
3813,8,3,1000,237,1681,3,5000000,266,4,190
3815,2,3,975,38,4991,2,5000000,900,6,35
3819,99,44,61,6183,92,27,84450000,12,7,1000
3822,195,58,874,46347,2363,112,3000000,579,6,10000
3824,122,187,1000,11202,3690,123,2800000,887,6,750
3825,359,337,982,68211,1520,219,5000000,463,7,14000
3833,4,20,571,1427,2006,12,4700000,345,3,491
3838,10,4,943,421,1795,3,4700000,480,6,199
3851,35,98,341,2412,371,40,700000000,26,7,539
3854,283,219,15000,580999,17040,2110,4500000,933,8,33000
3856,54,4,25,9171,48,68,4500000,20,7,689
3857,92,68,835,32357,2110,199,2000000,601,6,3000
3862,98,143,155,6919,398,26,35000000,96,7,528
3867,149,869,888,680041,2176,760,4400000,721,8,32000
3868,5,358,19000,917,20397,4,4400000,570,5,224
3870,39,6,85,30977,151,178,4400000,26,8,10000
3877,12,12,464,7295,1045,49,150000000,374,7,504
3879,256,456,20000,39975,21404,186,150000000,559,5,24000
3890,44,309,232,9456,825,107,4000000,178,6,625
3893,256,9,584,30219,1885,200,8500000,430,5,22000
3898,149,357,3000,27198,4807,131,4000000,465,4,8000
3899,20,82,746,3102,986,35,4000000,119,6,283
3901,323,450,14000,110616,18645,291,3500000,3000,7,16000
3903,111,120,773,165638,1785,301,4000000,742,8,8000
3909,27,69,522,5612,955,38,4000000,231,4,842
3910,22,69,939,1415,3354,10,6000000,706,4,118
3911,157,47,658,28714,3086,215,3200000,636,7,762
3913,125,5,49000,13086,50831,156,4000000,780,5,576
3916,300,171,382,120189,954,308,3400000,273,7,11000
3919,50,13000,204,12677,753,89,4000000,187,6,414
3922,163,30,769,67949,2251,390,4000000,413,7,15000
3923,52,2,960,3611,972,62,8000000,12,2,131
3926,45,24,834,4377,2662,85,4000000,625,5,309
3927,121,131,497,16224,776,76,4000000,113,6,830
3928,114,101,730,18762,1208,91,4000000,394,6,708
3932,15,101,721,2308,1700,35,4000000,576,4,550
3934,35,5,1000,4091,3408,20,4500000,1000,5,987
3935,41,60,979,8535,3130,113,4000000,665,7,872
3936,31,81,2000,2877,4343,70,4000000,811,5,111
3938,232,234,12000,36494,13607,118,4000000,1000,6,11000
3939,43,13,419,6705,975,53,3000000,254,6,167
3940,68,212,10000,2705,11083,38,1300000,633,5,314
3942,33,8,759,2133,2805,31,4000000,638,6,182
3945,34,272,736,1398,1403,26,14000000,450,6,132
3946,31,12,578,811,643,26,2500000,29,5,108
3948,19,137,4000,1555,5796,40,4000000,575,5,98
3952,12,19,18000,1686,20135,28,4000000,759,5,161
3953,70,19,585,1738,629,10,4000000,29,6,278
3954,46,8,3000,3297,10984,42,4000000,3000,6,798
3959,36,55,223,2086,242,20,4000000,11,5,657
3960,35,177,431,3753,457,53,3950000,12,7,279
3964,14,548,166,1561,609,21,4000000,134,4,531
3965,3,4,637,1929,1932,4,4000000,346,6,170
3966,3,103,544,724,1150,15,4000000,476,4,365
3968,62,160,559,23713,1238,167,2000000,269,7,2000
3970,157,149,503,215340,1862,706,3977000,384,8,16000
3972,53,541,773,5294,2888,67,3800000,575,6,251
3974,21,24,277,3167,731,90,3768785,244,7,456
3976,42,6,119,2650,222,35,8000000,69,7,385
3978,41,136,89,3258,282,54,3700000,78,7,359
3981,349,174,14000,210548,17151,332,30000000,902,6,29000
3985,134,104,628,160281,2726,427,3500000,575,7,16000
3986,11,2,2000,801,2886,14,5000000,872,3,358
3987,20,473,826,74626,3455,157,3500000,723,7,8000
3990,95,10,3000,15956,3617,118,3500000,273,6,1000
3991,31,541,575,6350,1970,62,3716946,372,7,357
3993,25,160,157,7071,646,83,3500000,139,7,930
3994,22,22,606,5941,2402,74,3500000,481,7,470
3996,425,22,648,66483,1122,452,3500000,191,6,43000
4000,262,195,827,131831,1044,231,2000000,88,8,33000
4005,139,48,984,34532,3075,236,1000000,697,3,93000
4006,39,22,174,1024,222,494,3500000,16,6,140
4007,337,12,29,54104,44,199,19900000,4,7,38000
4009,265,82,622,104072,2486,207,68000000,591,5,15000
4010,50,9,11000,7228,20009,53,3500000,8000,6,414
4011,50,23,4000,12188,6380,135,3500000,756,5,1000
4014,5,6,922,372,2406,20,1000000,893,5,18
4017,44,41,2000,30434,5526,55,3500000,774,8,5000
4018,6,117,21,75,24,2,3500000,3,7,121
4019,17,892,603,1285,854,10,3500000,145,3,721
4020,7,14,2000,1928,3854,10,3500000,660,5,482
4021,9,19,795,455,2497,13,3500000,535,4,570
4025,290,78,18000,92599,22834,225,3500000,2000,7,21000
4028,535,141,24000,399138,26495,731,3300000,970,8,129000
4029,214,353,1000,533200,1211,749,3300000,69,8,28000
4033,349,346,74,170155,216,249,3800000,69,8,60000
4034,109,84,662,104908,2076,458,4000000,577,8,18000
4036,101,73,595,6549,1105,75,4300000,251,6,934
4038,16,4,631,704,2020,18,2000000,443,6,100
4040,215,2000,917,140527,2997,447,2300000,563,8,13000
4044,261,101,1000,73349,2016,142,3200000,394,7,15000
4049,206,964,488,275720,1844,706,3180000,275,8,41000
4052,264,21,438,82133,1081,359,3000000,332,5,14000
4054,215,909,909,123090,1779,888,4000000,504,8,4000
4058,361,65,942,139329,3708,578,3000000,810,5,31000
4059,411,301,1000,155153,2239,524,3000000,419,6,58000
4060,24,9,71,1466,159,35,3000000,65,5,63
4063,35,188,2000,12942,4277,34,3000000,970,5,902
4064,39,8,88,9066,373,55,16000000,82,5,38
4067,16,32,610,2580,1441,54,3000000,232,5,710
4068,67,13000,897,15293,2811,111,4490375,844,6,609
4070,112,18,935,19331,2899,317,2500000,805,4,949
4071,64,13000,18,18656,70,137,6000000,16,6,933
4072,114,1000,989,7721,2165,72,3000000,744,7,635
4074,7,78,685,1361,1163,16,3000000,178,6,889
4075,49,23,1000,8265,4815,20,3000000,927,5,545
4076,42,174,556,7998,1444,81,3000000,422,7,808
4081,37,18,939,8279,2321,101,3000000,407,3,837
4083,29,4,641,8465,1389,65,3000000,168,3,491
4084,81,152,674,9502,1395,100,3000000,174,6,812
4086,75,15,953,6000,2510,109,3000000,625,7,595
4089,82,70,883,14548,1616,161,1900000,183,6,1000
4094,22,16,687,3943,1806,49,3000000,233,5,217
4095,30,45,578,8005,1363,49,3000000,341,5,417
4097,79,11,11000,8603,12250,115,4500000,813,7,430
4103,23,269,489,761,539,14,3000000,26,6,26
4107,272,59,694,37495,1249,230,3000000,324,6,37000
4110,5,84,702,1289,2715,18,3000000,366,7,76
4120,40,7,289,11074,362,56,2700000,38,7,442
4121,8,27,1000,266,4374,8,3000000,902,5,348
4123,20,700,599,1238,1030,25,3000000,325,6,117
4128,451,13000,40000,306336,79957,736,200000000,25000,6,24000
4130,21,15,433,2280,1929,14,3000000,396,5,448
4131,9,74,652,1370,844,9,3000000,124,5,433
4133,29,19,319,2978,845,13,3000000,302,2,2000
4134,23,2000,2000,13599,3666,30,3000000,606,5,6000
4135,87,128,756,13640,2715,128,3000000,754,7,3000
4136,2,3,1000,118,2890,1,3000000,810,5,32
4137,17,8,2000,704,4469,9,800000,715,5,406
4138,7,39,1000,976,3024,15,3000000,747,4,395
4139,6,9,904,520,4092,8,3000000,779,3,398
4140,9,96,201,240,277,9,3000000,39,6,37
4145,21,964,931,4313,2167,40,2900000,416,7,612
4146,28,81,640,2425,1517,31,3000000,277,4,968
4147,35,39,267,746,1231,27,1500000,225,6,88
4148,30,35,216,2157,423,15,3000000,158,4,421
4150,154,503,264,80961,673,310,2800000,139,7,7000
4153,14,6,679,859,964,17,3000000,234,4,369
4157,213,149,695,291875,2509,533,2800000,421,8,14000
4160,15,124,464,27569,1761,106,120000000,426,8,349
4161,61,9,402,5744,787,57,2700000,222,7,381
4163,1,2,258,745,434,8,3000000,85,6,50
4165,27,673,756,5786,1949,65,2686585,370,6,573
4166,19,53,20,1470,25,5,2650000,3,7,121
4167,9,149,760,1553,2555,27,2627000,675,7,116
4171,29,133,443,10755,1269,69,2600000,249,7,963
4172,20,3,833,6930,2753,53,2800000,549,6,323
4173,107,7,40000,45500,52621,260,34000000,9000,5,1000
4177,66,6,331,5012,1082,47,2600000,272,5,254
4179,13,65,65,6429,67,25,2500000,2,7,10000
4185,74,11,595,23546,2373,92,2500000,521,6,819
4186,65,58,617,15277,1141,120,2500000,189,7,1000
4192,74,7,745,6221,2125,87,2500000,631,7,500
4195,252,14,902,52509,1980,84,2500000,291,7,13000
4197,220,53,8000,105591,10040,178,2500000,1000,7,10000
4198,1,19,882,97,1967,2,34000,577,7,16
4199,197,119,334,52286,338,345,2500000,4,7,24000
4200,14,9,860,578,1252,34,2500000,130,7,588
4201,3,10,655,91,1064,3,2500000,157,6,144
4206,62,24,127,10220,163,110,8400000,10,6,560
4208,238,571,2000,61787,4590,203,2500000,973,6,19000
4209,2,20,794,858,2579,7,2500000,607,5,190
4213,25,9,973,4057,2306,90,2400000,872,5,250
4216,172,222,1000,99177,3282,192,1500000,788,7,11000
4218,8,24,675,1079,1627,28,2361000,659,6,144
4219,8,29,847,1015,1668,10,2450000,618,3,566
4221,14,24,960,3538,2329,46,2295429,715,7,438
4229,160,13,42,22521,170,342,2200000,27,4,1000
4230,18,84,861,1573,2161,29,2200000,425,5,285
4231,11,16,2000,4977,6752,63,2300000,848,5,13000
4233,7,10,509,1314,1490,29,2160000,284,7,68
4235,10,11,114,480,244,14,1200000,79,5,172
4236,5,5,3000,485,6085,6,2400000,938,5,107
4237,95,10,371,5187,558,46,2500000,52,6,870
4241,4,7,128,22,214,1,2100000,22,7,305
4242,252,57,120,131462,145,374,1500000,9,7,15000
4246,19,7,412,1274,1020,17,2100000,308,5,380
4248,49,6,40,4663,99,40,2300000,30,5,321
4251,533,421,314,112899,1062,631,2000000,189,6,45000
4253,127,89,3000,215086,3833,471,2000000,226,8,15000
4259,215,207,380,259379,927,407,2000000,284,8,39000
4260,34,589,690,15401,2300,175,2000000,589,7,10000
4262,12,6,1000,2269,2555,34,1614000,760,7,236
4270,365,81,34000,111658,34446,297,2000000,248,7,20000
4272,10,85,480,1381,1833,29,2000000,392,7,60
4291,123,13,373,5615,1136,64,2000000,334,6,592
4294,46,10,189,3467,768,13,3400000,131,4,974
4309,66,8,529,1268,2749,23,1500000,423,6,195
4310,46,97,787,10182,1362,130,2000000,196,5,810
4312,78,38,363,10282,774,78,2000000,223,6,474
4313,52,54,985,11211,3065,92,25000000,637,5,215
4318,30,5,29,9689,86,23,2000000,18,7,1000
4326,8,5,601,355,2395,6,2000000,453,4,44
4330,12,10,15000,5182,15740,67,14000000,284,6,912
4333,94,5,416,344,1611,19,2000000,403,5,655
4337,25,44,907,6804,1807,72,2000000,164,7,805
4338,27,909,909,2242,1674,15,2000000,562,5,69
4339,2,531,10000,583,15707,14,2000000,1000,4,651
4342,18,3,11000,838,13583,17,2000000,1000,3,728
4344,60,35,548,4894,2389,122,1900000,495,6,298
4345,23,58,405,2032,1204,15,1950000,217,5,620
4346,363,89,16000,118684,17471,447,3000000,517,7,24000
4350,359,108,17000,108248,20051,371,30000000,2000,5,39000
4355,10,47,628,744,4249,19,1900000,606,7,1000
4358,94,603,10000,78454,10570,233,1800000,416,8,5000
4360,85,12,201,11088,546,110,1800000,163,6,544
4361,663,188,2000,70336,2658,269,1800000,458,7,31000
4362,62,88,595,22764,1432,91,1800000,356,5,511
4371,53,15,647,6267,2439,103,1800000,642,5,368
4373,10,4,433,761,984,12,1800000,108,3,566
4374,4,21,761,686,4306,8,1800000,713,5,569
4377,11,15,900,840,1724,9,2000000,450,4,326
4380,80,88,595,23268,941,95,1700000,70,6,794
4381,179,143,1000,32415,3970,510,1700000,874,7,951
4382,225,68,635,56402,2423,209,2000000,445,6,17000
4383,77,3,349,8697,2095,122,1700000,347,6,374
4384,124,84,680,16349,763,103,1700000,46,6,869
4385,195,25,638,30479,822,162,1000000,85,7,16000
4386,76,87,887,2725,2721,48,1000000,805,6,305
4389,55,673,281,11920,955,90,1600000,230,7,721
4391,16,11,489,536,2196,13,2000000,469,4,43
4399,22,1000,2000,1618,2564,40,1650000,163,5,63
4411,53,460,991,14112,2990,83,2000000,971,7,619
4417,75,58,552,9408,859,68,1500000,265,6,608
4419,37,675,902,17322,1582,93,1500000,424,6,853
4422,6,6,393,95,792,3,1500000,191,5,307
4428,31,18,954,2419,3901,55,1500000,767,6,304
4430,14,7,890,444,3138,5,1500000,597,4,68
4431,14,102,563,1351,2628,11,1500000,485,6,212
4432,39,60,826,1134,1240,26,1500000,189,6,216
4433,35,407,38,463,60,8,1700000,8,5,594
4435,46,7,87000,2792,89263,22,2000000,781,6,371
4438,166,3,61,23323,165,83,350000,46,6,10000
4441,9,11,979,291,4036,7,1500000,975,6,283
4443,4,65,341,459,967,10,1500000,265,2,236
4445,6,764,835,735,2882,18,1500000,522,3,402
4446,387,188,10000,226583,16385,448,60000000,3000,7,38000
4447,35,37,501,1547,1044,42,1500000,418,3,750
4448,27,9,708,133,2870,2,2000000,571,3,135
4450,78,33,341,2720,358,37,1400000,5,6,57
4451,10,74,984,1978,2140,41,1455000,423,5,209
4452,60,87,87,3291,256,63,1400000,70,6,400
4453,9,20,1000,162,2419,8,2000000,301,4,724
4454,63,10,756,4948,2072,33,3150000,382,5,969
4456,4,58,847,330,1159,6,1400000,147,6,223
4461,98,346,280,65951,821,258,1300000,278,8,5000
4462,43,12000,12000,11369,14420,65,1300000,680,7,872
4463,15,5,51,775,83,19,1592000,24,7,100
4464,14,7,2000,449,3475,38,1300000,783,6,117
4465,56,5,413,1231,843,10,1500000,197,5,932
4469,18,4,232,1339,289,46,1750000,23,4,220
4470,35,4,2000,4182,6227,53,1000000,1000,6,3000
4479,7,11,578,458,1730,3,15000000,418,3,381
4480,74,83,469,11047,683,116,1250000,79,7,1000
4487,5,4,18000,101,20218,1,1300000,748,7,221
4491,122,50,2000,22145,4288,231,1200000,710,7,756
4493,202,118,13000,262160,26451,507,27000000,11000,7,10000
4496,173,16000,16000,664719,28994,931,1200000,12000,8,19000
4508,24,345,843,3418,1621,52,1200000,490,7,204
4512,30,282,586,1172,1581,27,1200000,434,6,477
4513,9,2,10000,742,11257,7,1200000,500,4,479
4518,57,155,448,1324,1329,37,1100000,426,5,241
4520,58,126,14,1555,21,32,1600000,4,7,131
4523,481,338,1000,148221,1445,316,1100000,342,7,51000
4524,17,252,1000,737,2510,15,1100000,745,3,444
4526,242,345,2000,387508,3442,1123,950000,607,8,23000
4531,16,2,321,512,622,2,1100000,287,4,234
4533,30,62,883,8508,1371,56,1000000,269,6,328
4534,270,6,707,44329,1565,309,1000000,305,5,13000
4535,211,17000,22000,507063,23525,881,1300000,745,8,35000
4537,184,92,650,116642,1421,389,1100000,275,7,5000
4538,270,18,1000,52642,2665,271,1000000,466,5,24000
4541,137,65,1000,23021,3155,220,1000000,989,5,816
4542,107,2,43,5442,53,140,1000000000,3,6,339
4543,377,310,33000,141425,35941,283,3500000,2000,7,25000
4545,225,19,403,30570,988,290,1000000,169,4,12000
4549,40,23,183,7346,510,69,1000000,102,7,624
4553,337,20,422,36381,1899,126,1000000,374,7,11000
4556,38,122,22000,4195,23461,86,1000000,472,6,392
4557,387,655,24000,414345,28817,881,7500000,3000,7,10000
4562,149,9,130,9540,198,80,1000000,19,7,14000
4563,54,56,21000,5933,21124,102,1000000,104,5,387
4564,18,132,778,2629,2400,32,1000000,695,6,227
4567,51,112,1000,6084,3085,120,1000000,826,7,671
4569,218,11,2000,47988,5497,154,58000000,1000,6,35000
4570,16,12,245,1976,295,51,1000000,38,7,603
4571,12,13,957,983,1107,63,1000000,81,7,100
4572,1,10,353,2715,773,19,1000000,186,6,92
4575,88,234,11000,9233,12385,126,2500000,552,6,571
4576,28,4,611,1524,1692,29,1000000,394,7,166
4577,44,22,638,3142,1641,68,1000000,400,6,115
4581,117,21,1000,46076,4720,88,1000000,835,7,11000
4583,29,2,855,3806,2489,49,1000000,577,6,150
4585,248,50,3,23836,6,107,1000000,3,8,20000
4587,40,10,102,1290,118,13,1000000,7,7,587
4592,2,74,260000,606,263584,5,1000000,984,5,706
4593,4,5,724,1524,2024,30,1500000,668,4,31
4596,33,29,499,2735,1141,52,1000000,230,6,157
4597,8,5,590,1434,1042,43,1000000,231,5,27
4599,29,82,2000,1938,3905,54,1000000,571,6,210
4600,3,32,386,397,1647,6,1000000,261,6,143
4602,36,4,446,1048,928,7,1000000,171,5,793
4606,8,53,563,783,1284,12,1000000,288,4,42
4607,9,436,474,480,920,21,1500000,436,5,47
4609,6,3,7,876,19,15,1000000,5,7,259
4610,14,57,442,9190,1635,75,1000000,403,6,501
4613,6,15,984,1612,1752,28,1000000,157,2,297
4615,2,3,767,275,1593,22,1000000,282,5,141
4619,7,142,458,634,1549,14,1000000,383,2,150
4623,1,142,10000,93,11466,6,1000000,854,3,54
4626,6,6,92,425,109,24,1000000,17,3,91
4628,39,53,677,6256,1825,19,1000000,366,5,936
4635,8,12,529,7870,2468,64,950000,413,6,884
4636,6,29,1000,443,2504,4,989000,569,4,42
4639,18,28,945,6025,2924,15,930000,756,5,995
4640,233,163,131,44763,264,172,590000,60,7,14000
4641,10,171,1000,139,1343,3,3000000,171,7,52
4642,231,171,109,131969,117,651,950000,8,7,12000
4643,65,91,982,13485,3299,90,900000,796,6,698
4649,238,29,12000,64748,15800,122,15000000,1000,6,12000
4652,6,66,904,122,5435,3,1000000,782,7,181
4655,16,14,284,1742,1185,158,825000,234,5,409
4656,68,46,418,7308,926,72,500000,146,7,933
4657,16,63,489,2706,1278,23,990000,207,4,549
4658,7,8,1000,169,3336,6,100000,806,3,312
4662,11,9,159,2039,423,28,800000,143,7,81
4663,59,6,302,4743,663,135,800000,270,7,219
4667,29,37,574,2256,1983,79,800000,573,6,130
4668,17,3,262,3480,991,30,800000,262,7,396
4671,224,75,35,54601,116,200,800000,16,6,23000
4672,33,38,214,17725,587,157,780000,115,6,1000
4676,82,8,2000,12160,3071,73,750000,424,6,307
4677,271,365,934,101287,2714,260,750000,830,7,31000
4683,31,168,108,1661,243,31,750000,72,6,163
4685,233,129,935,25951,2170,129,750000,611,5,2000
4686,8,3,717,851,1117,30,750000,134,3,128
4687,153,160,998,80193,2496,333,750000,575,8,3000
4691,64,52,80,8509,209,109,700000,67,7,420
4698,25,21,465,819,714,36,650000,170,6,161
4701,21,2,628,474,1683,8,400000,474,7,203
4703,34,4,523,3699,1553,27,650000,385,5,1000
4706,66,10,610,13269,824,98,609000,172,7,1000
4710,15,16,602,448,1281,16,600000,266,5,12
4712,18,4,919,531,2288,19,600000,711,6,51
4718,8,5,587,719,1707,9,600000,448,4,128
4721,4,11,2000,487,2996,9,550000,433,6,7
4725,5,24,407,3411,1090,36,500000,189,6,816
4733,70,6,54,6790,194,80,500000,44,7,491
4739,54,35,980,3479,3166,87,500000,505,7,180
4740,126,9,710,26407,2655,154,500000,634,7,1000
4741,17,204,659,1038,2322,21,500000,529,6,51
4742,25,71,22000,709,24382,34,500000,1000,6,139
4743,11,21,597,553,2555,24,500000,485,5,86
4744,81,12000,778,6884,1440,53,500000,327,6,238
4749,10,32,11000,3013,11839,24,500000,422,5,344
4750,35,681,239,1656,734,12,500000,172,6,155
4751,230,248,353,26185,1498,170,500000,248,5,46000
4752,165,12,17000,70136,17883,214,135000000,523,6,26000
4753,9,6,396,1358,2310,10,500000,326,5,60
4754,17,12,33000,2004,35294,32,500000,1000,6,183
4755,344,380,660,75669,1118,451,500000,280,6,19000
4758,29,38,552,2038,2251,20,500000,533,4,898
4760,48,3,30,1006,119,11,500000,27,7,808
4761,24,395,991,601,3309,10,100000,946,6,22
4764,9,3,387,38,1235,3,500000,244,7,16
4773,10,163,636,259,2438,20,500000,456,7,707
4780,8,10,353,475,380,11,450000,12,5,123
4782,1,5,472,53,1752,5,500000,251,4,62
4786,65,24,610,7921,995,97,439000,105,7,439
4788,71,89,88,7143,173,52,225000,74,7,865
4793,409,110,189,184824,330,1189,15000,109,6,12000
4796,69,25,231,3675,771,48,400000,200,7,426
4797,8,14,361,179,387,18,100000,14,4,39
4799,72,20,58,5709,78,114,218,20,7,754
4800,4,4,93,1123,168,31,400000,31,5,638
4802,203,385,48,14985,123,253,400000,22,6,2000
4805,80,3,108,4788,272,52,500000,64,6,166
4810,69,204,436,10718,481,88,385907,22,8,691
4811,43,3,643,4407,2864,75,375000,606,7,672
4812,36,4,77,4546,109,71,379000,28,6,167
4817,40,44,615,6046,872,46,350000,96,4,583
4827,64,149,409,2932,1986,73,312000,277,6,121
4829,29,82,75,2843,102,25,300000,9,6,166
4832,88,129,52,4423,132,57,300000,44,6,594
4834,20,5,795,554,1884,23,300000,659,5,92
4839,16,37,318,294,751,16,300000,157,5,26
4840,13,3,54,720,185,23,200000,53,6,30
4842,156,278,5000,91863,5405,524,45000000,117,7,14000
4847,8,3,500,95,1545,7,300000,317,7,7
4849,78,5,431,1905,1228,58,250000,338,4,249
4853,71,132,400,6041,1330,85,250000,286,6,169
4855,51,681,94,8000,139,138,250000,26,7,661
4856,23,4,360,3513,656,36,250000,273,6,423
4857,59,44,625,4662,1378,136,250000,487,6,170
4860,99,165,686,160511,1743,696,365000,648,7,11000
4862,19,45,5,1428,7,21,250000,2,7,178
4863,43,7,308,2787,1008,64,150000,249,5,98
4864,206,52,34000,46813,34983,150,250000,487,6,12000
4866,29,99,793,708,1987,22,250000,605,6,93
4875,3,1000,1000,300,1056,8,250000,53,5,141
4881,12,7,236,1488,537,28,250000,206,4,519
4883,1,431,288,25,387,1,250000,96,6,71
4884,6,30,699,37,3967,2,250000,683,8,199
4885,48,54,81,4849,108,45,245000,12,8,226
4886,2,12,1000,110,1244,1,240000,185,6,72
4889,5,7,814,146,2970,4,250000,755,4,244
4893,67,7,57,4812,205,88,210000,40,6,465
4895,208,750,728,152232,928,303,200000,76,7,10000
4898,35,16,418,4152,583,59,200000,85,6,328
4901,37,151,1000,1034,3021,10,200000,1000,6,569
4903,12,18,96,460,314,14,200000,90,6,96
4906,60,25,169,2413,206,112,200000,25,5,198
4907,4,89,471,81,705,1,250000,89,6,47
4914,66,29,505,129799,1181,638,200000,323,8,46000
4916,6,20,563,1338,828,32,200000,194,7,90
4926,242,135,574,71387,1303,228,100000,399,7,21000
4928,38,101,982,3340,1631,50,500000,535,5,566
4930,91,56,376,5178,1144,101,150000,346,6,132
4931,232,109,200,90827,332,329,180000,96,7,26000
4932,18,14,142,524,168,22,1200000,23,7,73
4939,16,4,502,502,1796,9,150000,366,5,207
4941,40,909,909,22800,1048,133,160000,91,7,667
4947,171,100,830,21618,973,62,125000,128,6,3000
4949,8,686,847,3262,2364,46,120000,686,7,377
4950,8,686,847,3262,2364,46,120000,686,7,377
4959,21,467,467,2770,1431,32,100000,322,7,471
4961,23,9,116,509,170,10,100000,24,5,157
4963,2,7,143,73,417,4,20000,134,3,178
4966,61,3,798,5747,1401,44,1800000,279,5,246
4976,18,7,118,48,138,18,75000,15,4,34
4979,65,217,10000,5507,11642,23,70000,969,5,812
4980,95,2,24,4752,52,152,62000,16,4,1000
4983,125,59,35,13065,97,136,70000,28,5,3000
4988,13,9,743,485,1527,5,60000,413,3,284
4993,161,18,852,48236,1922,180,4000000,680,6,10000
4994,7,3,26,66,70,2,50000,20,7,83
4995,34,3,695,733,1438,7,42000,571,6,234
4997,75,234,552,6246,642,76,42000,61,7,451
5000,2,138,307,192,619,6,40000,114,3,239
5002,7,14,252,106,638,5,50000,132,3,225
5004,3,6,32,143,72,9,30000,17,4,13
5011,80,119,136,11550,254,197,25000,108,7,489
5012,233,453,1000,47502,1458,212,35000000,206,5,10000
5013,28,3,93,493,243,21,24000,46,7,61
5017,1,138,370,114,841,3,22000,184,3,200
5018,5,589,51,2986,108,49,20000,49,6,725
5021,51,157,830,4067,1064,71,15000,224,6,297
5023,22,38,331,1194,1546,8,15000,212,6,324
5024,42,91,407,1771,674,35,20000,91,4,835
5026,81,107,576,3924,776,39,4500,133,6,171
5028,12,18,10,57,15,1,10000,5,6,105
5029,78,62,89,6318,115,50,1000000,13,7,817
5031,13,120,785,133,1111,8,200000,98,5,424
5033,143,291,291,72639,368,371,7000,45,7,19000
5042,43,16,86,4285,163,84,1100,23,6,456
