,num_critic_for_reviews,director_facebook_likes,actor_1_facebook_likes,genres,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,budget,actor_2_facebook_likes,imdb_score,movie_facebook_likes
3555,33.0,3.0,46.0,Comedy|Drama|Musical,1388,225.0,31.0,6500000.0,46.0,6.3,479.0
3560,14.0,208.0,876.0,Adventure|Comedy|Drama|Family,6384,4840.0,54.0,6500000.0,827.0,6.2,391.0
3562,111.0,132.0,435.0,Comedy|Drama|Romance,19715,1140.0,166.0,6500000.0,230.0,5.9,515.0
3564,97.0,38.0,730.0,Horror|Sci-Fi|Thriller,8294,1405.0,160.0,6500000.0,461.0,3.6,342.0
3565,73.0,11.0,56.0,Biography|Drama,10672,105.0,84.0,7000000.0,36.0,7.7,802.0
3569,200.0,129.0,10000.0,Drama|Thriller,41856,13180.0,119.0,6500000.0,918.0,6.9,12000.0
3570,84.0,15.0,18000.0,Drama|Romance,12049,21107.0,135.0,6500000.0,986.0,6.8,1000.0
3571,28.0,19.0,844.0,Drama,2601,846.0,35.0,6500000.0,2.0,7.3,260.0
3573,12.0,9.0,1000.0,Action|Adventure|Drama|Western,2892,1904.0,18.0,6500000.0,433.0,6.5,830.0
3574,183.0,210.0,845.0,Biography|Drama|Music,51353,2614.0,143.0,4500000.0,631.0,7.7,13000.0
3576,153.0,31.0,65.0,Drama|Romance,114407,200.0,225.0,4800000.0,51.0,7.7,11000.0
3581,124.0,116.0,1000.0,Musical|Romance,170027,5127.0,350.0,6000000.0,944.0,7.2,13000.0
3590,52.0,10.0,3000.0,Comedy|Drama,3198,6419.0,43.0,6000000.0,685.0,6.3,478.0
3591,18.0,44.0,865.0,Comedy|Drama|Romance,6585,2724.0,50.0,6000000.0,405.0,6.9,990.0
3593,88.0,81.0,321.0,Fantasy|Horror|Romance|Thriller,29659,584.0,227.0,8000000.0,101.0,5.1,1000.0
3596,32.0,54.0,469.0,Drama|Romance|Western,6304,2037.0,87.0,8000000.0,436.0,6.9,403.0
3606,25.0,38.0,1000.0,Comedy|Horror|Thriller,4582,3221.0,52.0,6000000.0,475.0,6.1,985.0
3608,137.0,2.0,742.0,Horror|Thriller,22929,1308.0,287.0,3000000.0,256.0,5.2,926.0
3613,216.0,49.0,24000.0,Drama|Mystery|Romance|Thriller,59637,51355.0,130.0,6000000.0,14000.0,7.1,21000.0
3614,133.0,4.0,8000.0,Comedy|Western,17169,10123.0,70.0,6000000.0,806.0,5.5,9000.0
3616,261.0,51.0,3000.0,Comedy|Crime|Thriller,64794,3569.0,131.0,6000000.0,482.0,7.3,17000.0
3620,76.0,138.0,373.0,Comedy|Romance,18313,1831.0,73.0,6000000.0,308.0,5.1,985.0
3622,35.0,3.0,4000.0,Comedy|Drama|Fantasy|Romance,11439,5668.0,190.0,6000000.0,812.0,5.3,901.0
3628,84.0,8.0,244.0,Comedy|Crime|Drama|Thriller,9589,489.0,105.0,6000000.0,230.0,5.8,289.0
3632,23.0,735.0,187.0,Adventure|Crime|Drama|Thriller,11623,297.0,50.0,6000000.0,34.0,7.0,643.0
3639,36.0,781.0,596.0,Drama|Romance,2330,1081.0,29.0,6000000.0,206.0,6.2,224.0
3640,47.0,11.0,773.0,Comedy|Crime|Romance,1940,2440.0,34.0,6000000.0,766.0,6.2,30.0
3641,38.0,160.0,11000.0,Drama,6454,15604.0,44.0,7840000.0,949.0,7.4,733.0
3645,19.0,17.0,636.0,Action|Drama|Thriller,2989,2152.0,38.0,8600000.0,472.0,5.8,176.0
3648,37.0,24.0,933.0,Drama|Family,1696,1940.0,19.0,6000000.0,767.0,7.2,1000.0
3663,68.0,407.0,688.0,Drama|Romance,3433,2584.0,81.0,5600000.0,659.0,6.9,160.0
3664,25.0,17.0,592.0,Action|Sport,8707,2000.0,36.0,5600000.0,378.0,2.1,244.0
3666,222.0,57.0,37.0,Horror,55597,73.0,148.0,5600000.0,9.0,6.6,4000.0
3672,364.0,23000.0,23000.0,Comedy|Drama|Romance,190494,44265.0,314.0,3000000.0,19000.0,6.6,33000.0
3674,122.0,72.0,19000.0,Comedy|Drama,96129,34106.0,488.0,7000000.0,12000.0,7.4,5000.0
3678,67.0,9.0,636.0,Comedy|Drama,5548,1033.0,67.0,5000000.0,210.0,6.7,352.0
3679,91.0,10.0,715.0,Crime|Drama|Mystery|Thriller,18792,1315.0,153.0,5000000.0,436.0,6.6,1000.0
3681,27.0,56.0,4000.0,Comedy|Crime|Drama|Romance|Thriller,3754,6776.0,69.0,5500000.0,902.0,4.9,113.0
3684,72.0,17.0,31.0,Comedy|Drama,1658,81.0,12.0,5500000.0,17.0,6.1,543.0
3687,48.0,3.0,472.0,Action|Comedy|Drama|Thriller,3788,561.0,31.0,9000000.0,39.0,5.3,1000.0
3688,65.0,136.0,4000.0,Comedy|Romance,15315,4883.0,117.0,5250000.0,543.0,5.0,915.0
3690,284.0,77.0,286.0,Crime|Drama|Thriller,79353,385.0,121.0,30300000.0,52.0,7.6,23000.0
3691,187.0,4.0,796.0,Comedy|Horror|Sci-Fi|Thriller,13227,1832.0,70.0,4000000.0,567.0,6.3,11000.0
3692,47.0,12.0,393.0,Comedy|Drama|Sport,4976,955.0,52.0,6000000.0,259.0,7.6,989.0
3698,411.0,16.0,14000.0,Drama|Horror|Mystery|Sci-Fi|Thriller,126893,14504.0,440.0,15000000.0,338.0,7.3,33000.0
3701,251.0,24.0,581.0,Horror,76828,2371.0,314.0,5000000.0,438.0,5.8,24000.0
3702,183.0,10.0,852.0,Fantasy|Horror,31915,5056.0,159.0,5000000.0,707.0,4.4,18000.0
3705,41.0,399.0,399.0,Comedy|Drama,22105,688.0,81.0,5000000.0,89.0,7.6,14000.0
3706,248.0,24.0,235.0,Horror,51204,799.0,247.0,5000000.0,119.0,4.6,26000.0
3708,33.0,688.0,462.0,Comedy|Crime|Mystery,19596,971.0,73.0,5000000.0,278.0,7.1,620.0
3709,91.0,54.0,40000.0,Comedy|Fantasy|Horror|Thriller,30765,42002.0,252.0,8500000.0,618.0,4.9,963.0
3712,220.0,52.0,510.0,Fantasy|Horror|Thriller,31791,2161.0,155.0,5000000.0,358.0,5.0,10000.0
3714,471.0,212.0,11000.0,Biography|Drama,326494,17738.0,340.0,5000000.0,3000.0,8.0,65000.0
3716,274.0,22000.0,716.0,Mystery|Thriller,845580,1997.0,2067.0,9000000.0,651.0,8.5,40000.0
3717,336.0,59.0,972.0,Horror|Mystery,85688,2071.0,339.0,5000000.0,407.0,6.5,23000.0
3720,276.0,214.0,7000.0,Comedy|Drama,115813,8375.0,216.0,5000000.0,468.0,7.4,22000.0
3724,95.0,3000.0,205.0,Drama,11622,428.0,157.0,5000000.0,130.0,7.2,1000.0
3726,179.0,37.0,11000.0,Comedy|Drama,74875,15710.0,115.0,5000000.0,3000.0,6.4,11000.0
3730,196.0,66.0,1000.0,Horror|Mystery|Thriller,49948,1410.0,211.0,5000000.0,200.0,6.1,14000.0
3732,31.0,148.0,2000.0,Drama,6915,3843.0,209.0,6000000.0,434.0,7.3,599.0
3733,309.0,25.0,17000.0,Drama,86077,19673.0,195.0,5000000.0,2000.0,7.5,45000.0
3734,15.0,345.0,535.0,Drama|History,2498,2112.0,67.0,5000000.0,440.0,6.6,376.0
3736,129.0,6.0,935.0,Adventure|Horror,22961,1327.0,291.0,5000000.0,120.0,4.5,1000.0
3737,168.0,38.0,567.0,Comedy|Family|Romance,102071,1495.0,756.0,5000000.0,312.0,6.6,5000.0
3738,444.0,520.0,11000.0,Crime|Drama,108683,12306.0,561.0,5000000.0,892.0,5.3,25000.0
3741,246.0,1000.0,605.0,Comedy|Horror,395921,1686.0,859.0,4000000.0,427.0,8.0,19000.0
3742,74.0,7.0,1000.0,Drama|Horror|Thriller,7904,4856.0,113.0,5000000.0,984.0,3.8,562.0
3750,203.0,66.0,155.0,Action|Thriller,48675,259.0,214.0,5000000.0,78.0,6.8,16000.0
3752,14.0,54.0,746.0,Drama|History|Romance|War,2017,1332.0,33.0,5000000.0,333.0,6.2,270.0
3753,59.0,89.0,729.0,Comedy,9509,2848.0,53.0,5000000.0,706.0,3.5,11000.0
3754,45.0,1000.0,849.0,Drama|Romance,2326,2269.0,21.0,8000000.0,578.0,6.1,738.0
3755,42.0,57.0,998.0,Drama|Romance|War,3519,1284.0,46.0,800000.0,164.0,6.6,213.0
3756,12.0,23.0,927.0,Comedy|Romance,1180,3552.0,9.0,5000000.0,509.0,4.5,740.0
3757,29.0,99.0,93.0,Action|Adventure|Animation|Family|Sci-Fi,5164,315.0,65.0,5000000.0,45.0,5.9,207.0
3760,27.0,44.0,559.0,Adventure|Drama|Romance,8930,1199.0,90.0,5000000.0,249.0,6.6,672.0
3761,56.0,23.0,847.0,Horror|Thriller,7319,3004.0,131.0,5000000.0,591.0,5.3,327.0
3762,22.0,82.0,11000.0,Action|Drama|War,13587,13591.0,80.0,5000000.0,794.0,6.3,729.0
3765,60.0,84.0,1000.0,Comedy|Drama,9427,2691.0,79.0,5000000.0,778.0,6.6,462.0
3767,81.0,4000.0,4000.0,Comedy|Crime|Drama|Thriller,15053,5245.0,165.0,5000000.0,585.0,6.4,393.0
3771,120.0,460.0,990.0,Drama,26720,2820.0,196.0,5000000.0,900.0,7.7,920.0
3774,21.0,3.0,922.0,Comedy|Music|Sci-Fi,881,1324.0,32.0,5000000.0,162.0,6.2,323.0
3778,81.0,52.0,624.0,Comedy|Crime|Drama|Mystery|Thriller,12366,1209.0,151.0,5000000.0,385.0,7.0,507.0
3779,204.0,122.0,23000.0,Drama|Thriller,281649,24994.0,458.0,5000000.0,1000.0,7.7,21000.0
3780,19.0,261.0,722.0,Crime|Drama,3665,1201.0,39.0,5000000.0,280.0,6.8,247.0
3781,163.0,52.0,10000.0,Biography|Crime|Drama|Mystery|Thriller,32382,12897.0,99.0,5000000.0,963.0,7.0,13000.0
3784,322.0,57.0,727.0,Crime|Horror|Music|Thriller,28845,1836.0,125.0,5000000.0,442.0,7.1,10000.0
3788,37.0,18000.0,10000.0,Crime|Drama|Thriller,6632,13718.0,69.0,5000000.0,1000.0,6.1,225.0
3793,27.0,6.0,3000.0,Drama|Romance,1560,4987.0,15.0,5000000.0,1000.0,7.3,777.0
3794,9.0,5.0,197.0,Adventure|Drama|Romance,989,538.0,23.0,3209000.0,116.0,6.2,44.0
3795,31.0,204.0,1000.0,Drama,1884,3207.0,28.0,2000000.0,697.0,6.2,69.0
3796,35.0,3.0,889.0,Comedy|Horror|Sci-Fi,4041,2984.0,66.0,5000000.0,680.0,4.6,174.0
3799,13.0,34.0,811.0,Mystery|Romance|Thriller,1207,1789.0,44.0,5000000.0,522.0,3.3,40.0
3803,80.0,46.0,570.0,Comedy|Crime|Horror|Thriller,10056,1258.0,82.0,2500000.0,337.0,6.2,639.0
3804,19.0,65.0,866.0,Comedy|Drama|Fantasy,10734,3724.0,80.0,5000000.0,738.0,6.1,887.0
3813,8.0,3.0,1000.0,Action|Drama|Thriller|War,237,1681.0,3.0,5000000.0,266.0,4.4,190.0
3815,2.0,3.0,975.0,Comedy|Drama,38,4991.0,2.0,5000000.0,900.0,6.7,35.0
3819,99.0,44.0,61.0,Comedy|Drama|Romance|War,6183,92.0,27.0,84450000.0,12.0,7.4,1000.0
3822,195.0,58.0,874.0,Horror|Thriller,46347,2363.0,112.0,3000000.0,579.0,6.5,10000.0
3824,122.0,187.0,1000.0,Comedy|Drama,11202,3690.0,123.0,2800000.0,887.0,6.8,750.0
3825,359.0,337.0,982.0,Drama|Thriller,68211,1520.0,219.0,5000000.0,463.0,7.4,14000.0
3833,4.0,20.0,571.0,Comedy,1427,2006.0,12.0,4700000.0,345.0,3.2,491.0
3838,10.0,4.0,943.0,Comedy|Drama,421,1795.0,3.0,4700000.0,480.0,6.2,199.0
3851,35.0,98.0,341.0,Drama|Musical,2412,371.0,40.0,700000000.0,26.0,7.2,539.0
3854,283.0,219.0,15000.0,Drama|Sci-Fi|Thriller,580999,17040.0,2110.0,4500000.0,933.0,8.1,33000.0
3856,54.0,4.0,25.0,Crime|Drama|Mystery,9171,48.0,68.0,4500000.0,20.0,7.8,689.0
3857,92.0,68.0,835.0,Comedy|Crime|Drama,32357,2110.0,199.0,2000000.0,601.0,6.8,3000.0
3862,98.0,143.0,155.0,Action|Crime|Thriller,6919,398.0,26.0,35000000.0,96.0,7.3,528.0
3867,149.0,869.0,888.0,Drama,680041,2176.0,760.0,4400000.0,721.0,8.7,32000.0
3868,5.0,358.0,19000.0,Comedy,917,20397.0,4.0,4400000.0,570.0,5.9,224.0
3870,39.0,6.0,85.0,Action|Drama|History|Thriller|War,30977,151.0,178.0,4400000.0,26.0,8.5,10000.0
3877,12.0,12.0,464.0,Comedy|Drama,7295,1045.0,49.0,150000000.0,374.0,7.2,504.0
3879,256.0,456.0,20000.0,Adventure|Family|Fantasy,39975,21404.0,186.0,150000000.0,559.0,5.8,24000.0
3890,44.0,309.0,232.0,Drama|Family|Romance,9456,825.0,107.0,4000000.0,178.0,6.7,625.0
3893,256.0,9.0,584.0,Drama|Horror,30219,1885.0,200.0,8500000.0,430.0,5.6,22000.0
3898,149.0,357.0,3000.0,Mystery|Thriller,27198,4807.0,131.0,4000000.0,465.0,4.6,8000.0
3899,20.0,82.0,746.0,Drama|Romance,3102,986.0,35.0,4000000.0,119.0,6.8,283.0
3901,323.0,450.0,14000.0,Comedy|Drama,110616,18645.0,291.0,3500000.0,3000.0,7.1,16000.0
3903,111.0,120.0,773.0,Adventure|Drama|History|Thriller|War,165638,1785.0,301.0,4000000.0,742.0,8.3,8000.0
3909,27.0,69.0,522.0,Comedy,5612,955.0,38.0,4000000.0,231.0,4.6,842.0
3910,22.0,69.0,939.0,Comedy,1415,3354.0,10.0,6000000.0,706.0,4.0,118.0
3911,157.0,47.0,658.0,Crime|Drama|Fantasy|Romance,28714,3086.0,215.0,3200000.0,636.0,7.0,762.0
3913,125.0,5.0,49000.0,Crime|Mystery|Thriller,13086,50831.0,156.0,4000000.0,780.0,5.9,576.0
3916,300.0,171.0,382.0,Drama|Mystery|Thriller,120189,954.0,308.0,3400000.0,273.0,7.5,11000.0
3919,50.0,13000.0,204.0,Drama|Thriller,12677,753.0,89.0,4000000.0,187.0,6.3,414.0
3922,163.0,30.0,769.0,Comedy|Drama|Romance,67949,2251.0,390.0,4000000.0,413.0,7.1,15000.0
3923,52.0,2.0,960.0,Documentary,3611,972.0,62.0,8000000.0,12.0,2.7,131.0
3926,45.0,24.0,834.0,Comedy,4377,2662.0,85.0,4000000.0,625.0,5.8,309.0
3927,121.0,131.0,497.0,Comedy|Crime|Romance|Thriller,16224,776.0,76.0,4000000.0,113.0,6.5,830.0
3928,114.0,101.0,730.0,Comedy|Drama,18762,1208.0,91.0,4000000.0,394.0,6.6,708.0
3932,15.0,101.0,721.0,Adventure|Fantasy,2308,1700.0,35.0,4000000.0,576.0,4.8,550.0
3934,35.0,5.0,1000.0,Drama|Thriller,4091,3408.0,20.0,4500000.0,1000.0,5.7,987.0
3935,41.0,60.0,979.0,Drama|Thriller,8535,3130.0,113.0,4000000.0,665.0,7.0,872.0
3936,31.0,81.0,2000.0,Drama,2877,4343.0,70.0,4000000.0,811.0,5.4,111.0
3938,232.0,234.0,12000.0,Drama,36494,13607.0,118.0,4000000.0,1000.0,6.9,11000.0
3939,43.0,13.0,419.0,Comedy|Crime|Romance,6705,975.0,53.0,3000000.0,254.0,6.6,167.0
3940,68.0,212.0,10000.0,Crime|Drama|Horror|Thriller,2705,11083.0,38.0,1300000.0,633.0,5.9,314.0
3942,33.0,8.0,759.0,Comedy,2133,2805.0,31.0,4000000.0,638.0,6.3,182.0
3945,34.0,272.0,736.0,Comedy,1398,1403.0,26.0,14000000.0,450.0,6.3,132.0
3946,31.0,12.0,578.0,Comedy|Romance,811,643.0,26.0,2500000.0,29.0,5.9,108.0
3948,19.0,137.0,4000.0,Comedy|Drama|Romance,1555,5796.0,40.0,4000000.0,575.0,5.0,98.0
3952,12.0,19.0,18000.0,Biography|Drama,1686,20135.0,28.0,4000000.0,759.0,5.8,161.0
3953,70.0,19.0,585.0,Drama,1738,629.0,10.0,4000000.0,29.0,6.1,278.0
3954,46.0,8.0,3000.0,Comedy|Drama,3297,10984.0,42.0,4000000.0,3000.0,6.0,798.0
3959,36.0,55.0,223.0,Drama|Mystery|Romance|Thriller,2086,242.0,20.0,4000000.0,11.0,5.2,657.0
3960,35.0,177.0,431.0,Drama|War,3753,457.0,53.0,3950000.0,12.0,7.8,279.0
3964,14.0,548.0,166.0,Horror,1561,609.0,21.0,4000000.0,134.0,4.2,531.0
3965,3.0,4.0,637.0,Comedy|Romance,1929,1932.0,4.0,4000000.0,346.0,6.3,170.0
3966,3.0,103.0,544.0,Adventure|Biography|Drama|Romance,724,1150.0,15.0,4000000.0,476.0,4.7,365.0
3968,62.0,160.0,559.0,Biography|Drama|History,23713,1238.0,167.0,2000000.0,269.0,7.9,2000.0
3970,157.0,149.0,503.0,Drama|History|Romance|War,215340,1862.0,706.0,3977000.0,384.0,8.2,16000.0
3972,53.0,541.0,773.0,Adventure|War|Western,5294,2888.0,67.0,3800000.0,575.0,6.8,251.0
3974,21.0,24.0,277.0,Biography|Comedy|Musical|Romance|Western,3167,731.0,90.0,3768785.0,244.0,7.0,456.0
3976,42.0,6.0,119.0,Drama,2650,222.0,35.0,8000000.0,69.0,7.5,385.0
3978,41.0,136.0,89.0,Adventure|Comedy|Musical|Romance,3258,282.0,54.0,3700000.0,78.0,7.1,359.0
3981,349.0,174.0,14000.0,Action|Mystery|Thriller,210548,17151.0,332.0,30000000.0,902.0,6.9,29000.0
3985,134.0,104.0,628.0,Comedy,160281,2726.0,427.0,3500000.0,575.0,7.8,16000.0
3986,11.0,2.0,2000.0,Action|Thriller,801,2886.0,14.0,5000000.0,872.0,3.5,358.0
3987,20.0,473.0,826.0,Comedy|Drama,74626,3455.0,157.0,3500000.0,723.0,7.3,8000.0
3990,95.0,10.0,3000.0,Comedy|Fantasy|Horror|Thriller,15956,3617.0,118.0,3500000.0,273.0,6.0,1000.0
3991,31.0,541.0,575.0,Comedy|Drama|Romance|Western,6350,1970.0,62.0,3716946.0,372.0,7.3,357.0
3993,25.0,160.0,157.0,Drama,7071,646.0,83.0,3500000.0,139.0,7.6,930.0
3994,22.0,22.0,606.0,Action|Crime|Drama|Mystery|Thriller,5941,2402.0,74.0,3500000.0,481.0,7.0,470.0
3996,425.0,22.0,648.0,Horror|Mystery,66483,1122.0,452.0,3500000.0,191.0,6.8,43000.0
4000,262.0,195.0,827.0,Drama|Mystery|Thriller,131831,1044.0,231.0,2000000.0,88.0,8.2,33000.0
4005,139.0,48.0,984.0,Horror,34532,3075.0,236.0,1000000.0,697.0,3.3,93000.0
4006,39.0,22.0,174.0,Drama|History,1024,222.0,494.0,3500000.0,16.0,6.8,140.0
4007,337.0,12.0,29.0,Comedy|Drama|Fantasy|Horror,54104,44.0,199.0,19900000.0,4.0,7.0,38000.0
4009,265.0,82.0,622.0,Action|Comedy|Sci-Fi,104072,2486.0,207.0,68000000.0,591.0,5.7,15000.0
4010,50.0,9.0,11000.0,Comedy|Drama,7228,20009.0,53.0,3500000.0,8000.0,6.4,414.0
4011,50.0,23.0,4000.0,Action|Comedy|Romance,12188,6380.0,135.0,3500000.0,756.0,5.3,1000.0
4014,5.0,6.0,922.0,Action|Comedy|Crime|Thriller,372,2406.0,20.0,1000000.0,893.0,5.5,18.0
4017,44.0,41.0,2000.0,Action|Animation|Crime|Sci-Fi|Thriller,30434,5526.0,55.0,3500000.0,774.0,8.4,5000.0
4018,6.0,117.0,21.0,Documentary,75,24.0,2.0,3500000.0,3.0,7.0,121.0
4019,17.0,892.0,603.0,Action|Adventure|Fantasy|Thriller,1285,854.0,10.0,3500000.0,145.0,3.3,721.0
4020,7.0,14.0,2000.0,Action|Crime|Drama|Thriller,1928,3854.0,10.0,3500000.0,660.0,5.4,482.0
4021,9.0,19.0,795.0,Drama|Thriller,455,2497.0,13.0,3500000.0,535.0,4.8,570.0
4025,290.0,78.0,18000.0,Biography|Drama|Thriller,92599,22834.0,225.0,3500000.0,2000.0,7.1,21000.0
4028,535.0,141.0,24000.0,Drama|Music,399138,26495.0,731.0,3300000.0,970.0,8.5,129000.0
4029,214.0,353.0,1000.0,Crime|Drama,533200,1211.0,749.0,3300000.0,69.0,8.7,28000.0
4033,349.0,346.0,74.0,Drama,170155,216.0,249.0,3800000.0,69.0,8.3,60000.0
4034,109.0,84.0,662.0,Comedy|Family,104908,2076.0,458.0,4000000.0,577.0,8.1,18000.0
4036,101.0,73.0,595.0,Action|Crime|Drama|Thriller,6549,1105.0,75.0,4300000.0,251.0,6.6,934.0
4038,16.0,4.0,631.0,Drama|Romance,704,2020.0,18.0,2000000.0,443.0,6.4,100.0
4040,215.0,2000.0,917.0,Drama|Horror,140527,2997.0,447.0,2300000.0,563.0,8.0,13000.0
4044,261.0,101.0,1000.0,Comedy|Drama|Romance,73349,2016.0,142.0,3200000.0,394.0,7.2,15000.0
4049,206.0,964.0,488.0,Drama|Family|Fantasy|Romance,275720,1844.0,706.0,3180000.0,275.0,8.6,41000.0
4052,264.0,21.0,438.0,Horror,82133,1081.0,359.0,3000000.0,332.0,5.7,14000.0
4054,215.0,909.0,909.0,Crime|Documentary|Drama,123090,1779.0,888.0,4000000.0,504.0,8.0,4000.0
4058,361.0,65.0,942.0,Horror|Sci-Fi|Thriller,139329,3708.0,578.0,3000000.0,810.0,5.7,31000.0
4059,411.0,301.0,1000.0,Horror|Mystery,155153,2239.0,524.0,3000000.0,419.0,6.8,58000.0
4060,24.0,9.0,71.0,Biography|Comedy|Documentary,1466,159.0,35.0,3000000.0,65.0,5.4,63.0
4063,35.0,188.0,2000.0,Comedy|Drama|Family|Sport,12942,4277.0,34.0,3000000.0,970.0,5.1,902.0
4064,39.0,8.0,88.0,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,9066,373.0,55.0,16000000.0,82.0,5.6,38.0
4067,16.0,32.0,610.0,Adventure|Comedy|Sci-Fi,2580,1441.0,54.0,3000000.0,232.0,5.3,710.0
4068,67.0,13000.0,897.0,Comedy|Thriller,15293,2811.0,111.0,4490375.0,844.0,6.8,609.0
4070,112.0,18.0,935.0,Fantasy|Horror|Thriller,19331,2899.0,317.0,2500000.0,805.0,4.3,949.0
4071,64.0,13000.0,18.0,Thriller,18656,70.0,137.0,6000000.0,16.0,6.7,933.0
4072,114.0,1000.0,989.0,Comedy|Documentary|Music,7721,2165.0,72.0,3000000.0,744.0,7.2,635.0
4074,7.0,78.0,685.0,Comedy|Drama|Music,1361,1163.0,16.0,3000000.0,178.0,6.6,889.0
4075,49.0,23.0,1000.0,Action|Comedy|Crime,8265,4815.0,20.0,3000000.0,927.0,5.9,545.0
4076,42.0,174.0,556.0,Drama,7998,1444.0,81.0,3000000.0,422.0,7.9,808.0
4081,37.0,18.0,939.0,Comedy,8279,2321.0,101.0,3000000.0,407.0,3.0,837.0
4083,29.0,4.0,641.0,Comedy|Fantasy,8465,1389.0,65.0,3000000.0,168.0,3.2,491.0
4084,81.0,152.0,674.0,Action|Fantasy|Horror|Sci-Fi|Thriller,9502,1395.0,100.0,3000000.0,174.0,6.5,812.0
4086,75.0,15.0,953.0,Comedy|Drama,6000,2510.0,109.0,3000000.0,625.0,7.0,595.0
4089,82.0,70.0,883.0,Comedy|Drama,14548,1616.0,161.0,1900000.0,183.0,6.9,1000.0
4094,22.0,16.0,687.0,Fantasy|Horror,3943,1806.0,49.0,3000000.0,233.0,5.3,217.0
4095,30.0,45.0,578.0,Comedy|Crime,8005,1363.0,49.0,3000000.0,341.0,5.3,417.0
4097,79.0,11.0,11000.0,Drama,8603,12250.0,115.0,4500000.0,813.0,7.1,430.0
4103,23.0,269.0,489.0,Comedy|Documentary,761,539.0,14.0,3000000.0,26.0,6.6,26.0
4107,272.0,59.0,694.0,Action|Comedy|Thriller,37495,1249.0,230.0,3000000.0,324.0,6.1,37000.0
4110,5.0,84.0,702.0,Drama|Family|Western,1289,2715.0,18.0,3000000.0,366.0,7.2,76.0
4120,40.0,7.0,289.0,Comedy|Drama|Romance|Sport,11074,362.0,56.0,2700000.0,38.0,7.4,442.0
4121,8.0,27.0,1000.0,Drama|History|War,266,4374.0,8.0,3000000.0,902.0,5.9,348.0
4123,20.0,700.0,599.0,Comedy|Drama,1238,1030.0,25.0,3000000.0,325.0,6.7,117.0
4128,451.0,13000.0,40000.0,Adventure|Family|Fantasy,306336,79957.0,736.0,200000000.0,25000.0,6.5,24000.0
4130,21.0,15.0,433.0,Drama,2280,1929.0,14.0,3000000.0,396.0,5.9,448.0
4131,9.0,74.0,652.0,Action|Drama|Thriller,1370,844.0,9.0,3000000.0,124.0,5.5,433.0
4133,29.0,19.0,319.0,Comedy,2978,845.0,13.0,3000000.0,302.0,2.6,2000.0
4134,23.0,2000.0,2000.0,Action|Drama|Sport,13599,3666.0,30.0,3000000.0,606.0,5.8,6000.0
4135,87.0,128.0,756.0,Crime|Thriller,13640,2715.0,128.0,3000000.0,754.0,7.4,3000.0
4136,2.0,3.0,1000.0,Comedy,118,2890.0,1.0,3000000.0,810.0,5.1,32.0
4137,17.0,8.0,2000.0,Thriller,704,4469.0,9.0,800000.0,715.0,5.2,406.0
4138,7.0,39.0,1000.0,Drama|Horror|Mystery|Thriller,976,3024.0,15.0,3000000.0,747.0,4.8,395.0
4139,6.0,9.0,904.0,Thriller,520,4092.0,8.0,3000000.0,779.0,3.9,398.0
4140,9.0,96.0,201.0,Adventure|Crime|Drama,240,277.0,9.0,3000000.0,39.0,6.2,37.0
4145,21.0,964.0,931.0,Comedy|Drama,4313,2167.0,40.0,2900000.0,416.0,7.3,612.0
4146,28.0,81.0,640.0,Action|Crime,2425,1517.0,31.0,3000000.0,277.0,4.9,968.0
4147,35.0,39.0,267.0,Comedy|Romance,746,1231.0,27.0,1500000.0,225.0,6.5,88.0
4148,30.0,35.0,216.0,Drama|Horror|Mystery|Thriller,2157,423.0,15.0,3000000.0,158.0,4.3,421.0
4150,154.0,503.0,264.0,Fantasy|Horror|Mystery,80961,673.0,310.0,2800000.0,139.0,7.6,7000.0
4153,14.0,6.0,679.0,Action|Horror|Thriller,859,964.0,17.0,3000000.0,234.0,4.0,369.0
4157,213.0,149.0,695.0,Adventure|Family|Fantasy|Musical,291875,2509.0,533.0,2800000.0,421.0,8.1,14000.0
4160,15.0,124.0,464.0,Comedy|Drama|Romance,27569,1761.0,106.0,120000000.0,426.0,8.2,349.0
4161,61.0,9.0,402.0,Drama,5744,787.0,57.0,2700000.0,222.0,7.1,381.0
4163,1.0,2.0,258.0,Romance,745,434.0,8.0,3000000.0,85.0,6.6,50.0
4165,27.0,673.0,756.0,Adventure|Comedy|Romance,5786,1949.0,65.0,2686585.0,370.0,6.9,573.0
4166,19.0,53.0,20.0,Comedy|Drama,1470,25.0,5.0,2650000.0,3.0,7.0,121.0
4167,9.0,149.0,760.0,Drama|Fantasy|Romance|War,1553,2555.0,27.0,2627000.0,675.0,7.0,116.0
4171,29.0,133.0,443.0,Drama|Romance,10755,1269.0,69.0,2600000.0,249.0,7.8,963.0
4172,20.0,3.0,833.0,Comedy|Sport,6930,2753.0,53.0,2800000.0,549.0,6.0,323.0
4173,107.0,7.0,40000.0,Drama|Sci-Fi|Thriller,45500,52621.0,260.0,34000000.0,9000.0,5.3,1000.0
4177,66.0,6.0,331.0,Horror|Thriller,5012,1082.0,47.0,2600000.0,272.0,5.3,254.0
4179,13.0,65.0,65.0,Documentary,6429,67.0,25.0,2500000.0,2.0,7.6,10000.0
4185,74.0,11.0,595.0,Action|Sci-Fi,23546,2373.0,92.0,2500000.0,521.0,6.3,819.0
